Date of Sale,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sales Value,Cost of Goods Sold (COGS),Gross Profit,Sales Channel,Customer ID,Customer Name,Customer City,Customer State,Customer Country,Payment Method,Discount Applied,Tax Amount,Shipping Cost,Return Status,Sales Representative ID,Sales Representative Name,Region,Quarter,Notes/Comments
2024-06-30,P9625,Action Figure,Toys,5,613.11,3065.55,1793.33,1272.22,Online,C58236,Cheryl Lee,Lunastad,Alabama,Turkey,PayPal,306.56,306.56,8.86,Not Returned,S758,Keith Armstrong,South,Q2,Himself oil himself between identify black section.
2024-05-20,P8076,Fiction,Books,10,968.04,9680.4,7452.7,2227.7,Online,C88572,Daniel Cross,Carolstad,Maine,Oman,Credit Card,0.0,968.04,12.55,Not Returned,S157,Jennifer Ali,South,Q2,Management pick plan nearly join.
2024-12-13,P7175,Vacuum Cleaner,Home & Kitchen,8,494.51,3956.08,2437.17,1518.91,Wholesale,C23601,Danny George,Davidville,Michigan,Benin,Bank Transfer,395.61,395.61,15.29,Returned,S784,Rachel Hodge,North,Q4,Buy attorney both federal material.
2024-04-28,P3157,Shoes,Clothing,8,854.8,6838.4,2934.9,3903.5,Online,C41138,Doris Fleming,Christinaland,Minnesota,Bolivia,PayPal,1025.76,683.84,6.3,Not Returned,S461,Ricardo Aguilar,North,Q2,Wait great determine protect.
2024-03-16,P1027,Microwave,Home & Kitchen,2,424.69,849.38,676.01,173.37,Wholesale,C18154,Daniel Miller,New Glennstad,Alabama,Malawi,PayPal,42.47,84.94,14.88,Returned,S440,Nathan Massey Jr.,East,Q1,Trip at new.
2024-04-24,P2669,Comics,Books,6,289.71,1738.26,826.79,911.47,Retail,C13768,Richard Le,Myerstown,Delaware,Lithuania,Bank Transfer,86.91,173.83,18.51,Not Returned,S972,Heather Wilson,West,Q2,Capital more product cold adult this.
2024-10-25,P2520,Blender,Home & Kitchen,2,436.67,873.34,367.71,505.63,Retail,C86692,Richard Mullen,Eddiestad,Georgia,British Virgin Islands,Bank Transfer,43.67,87.33,17.26,Returned,S230,Ashley Parker,West,Q4,Leg call office look thing.
2024-11-13,P4257,Non-fiction,Books,3,987.4,2962.2,2334.1,628.1,Wholesale,C99030,Sydney Waller,South Ronaldville,Indiana,Guadeloupe,Credit Card,444.33,296.22,5.84,Not Returned,S502,Mrs. Patricia Henry,East,Q4,Reveal church social see.
2024-07-30,P5022,Board Game,Toys,3,252.51,757.53,534.78,222.75,Online,C44903,Adam Grant,North Kayla,Illinois,Ghana,PayPal,0.0,75.75,18.87,Not Returned,S420,Ashley Salazar,West,Q3,Fund more every level.
2024-10-28,P2632,Blender,Home & Kitchen,8,696.52,5572.16,2775.93,2796.23,Retail,C82131,Dr. Stacey Burke,North Melissa,North Dakota,El Salvador,Credit Card,835.82,557.22,7.11,Not Returned,S890,Sarah Lewis,South,Q4,Hotel number cover writer give doctor each.
2024-12-17,P2050,Toaster,Home & Kitchen,3,132.14,396.42,244.04,152.38,Online,C26796,Erin Ortiz,Lopeztown,Texas,Congo,PayPal,0.0,39.64,5.54,Not Returned,S428,Mr. Seth Matthews,West,Q4,Day he once show indeed.
2024-09-28,P3757,Doll,Toys,10,986.73,9867.3,4385.71,5481.59,Wholesale,C58343,Rodney Matthews,Catherineton,Minnesota,Tunisia,Bank Transfer,0.0,986.73,0.86,Not Returned,S204,Steven Mills,West,Q3,Career charge rest game worry hear.
2024-06-02,P7841,Board Game,Toys,10,481.16,4811.6,3405.73,1405.87,Online,C12933,Debra Stevens,North Alexander,Oklahoma,French Guiana,Credit Card,721.74,481.16,7.11,Not Returned,S445,David Reed,East,Q2,Record others there character street politics.
2024-01-07,P7665,Toaster,Home & Kitchen,4,913.99,3655.96,2567.5,1088.46,Online,C27189,Sharon Fisher,Sloanchester,Michigan,New Zealand,Credit Card,0.0,365.6,10.75,Not Returned,S985,Kimberly Middleton,South,Q1,Admit student three.
2024-07-11,P6050,Smartwatch,Electronics,6,545.66,3273.96,2155.63,1118.33,Wholesale,C14184,Terry Evans MD,Suttonfort,Texas,Central African Republic,Bank Transfer,327.4,327.4,17.06,Not Returned,S105,Michael Perez,North,Q3,Staff second including certainly girl may whether.
2024-09-24,P5140,Shoes,Clothing,3,100.97,302.91,211.96,90.95,Wholesale,C30915,Thomas Richardson,West Josechester,North Carolina,Montenegro,Bank Transfer,45.44,30.29,1.45,Not Returned,S501,Mark Silva,West,Q3,Choose yes analysis site.
2024-03-03,P1494,Non-fiction,Books,2,203.97,407.94,284.98,122.96,Retail,C26915,Claire Perez,Port Bailey,Alaska,Turks and Caicos Islands,PayPal,40.79,40.79,6.14,Not Returned,S630,Alexis Stokes,North,Q1,Similar hospital sit treatment artist.
2024-01-10,P3186,Smartphone,Electronics,7,531.62,3721.34,2198.52,1522.82,Retail,C61898,Jeffrey Haas,Georgemouth,Wyoming,Madagascar,Bank Transfer,186.07,372.13,7.94,Not Returned,S956,Tamara Hoffman,North,Q1,Improve practice success similar yard himself too.
2024-11-13,P2541,Shoes,Clothing,4,804.37,3217.48,2070.09,1147.39,Retail,C91732,Joyce Robinson,Fosterborough,Washington,Guam,Credit Card,160.87,321.75,17.98,Not Returned,S386,Elizabeth Robles,East,Q4,Performance only read star.
2024-10-03,P1576,Laptop,Electronics,10,908.24,9082.4,7065.32,2017.08,Retail,C89247,Diana Hernandez,New Ashleyborough,Florida,Zimbabwe,PayPal,0.0,908.24,0.17,Not Returned,S573,Mrs. Kathryn Ware,South,Q4,Record threat especially produce note model best type.
2024-10-14,P5507,Board Game,Toys,7,244.88,1714.16,794.96,919.2,Online,C94932,Andrew Smith,Lake Elizabethview,Connecticut,Falkland Islands (Malvinas),PayPal,257.12,171.42,4.63,Not Returned,S180,Cynthia Lawrence,North,Q4,Represent blue can professor stay billion.
2024-12-20,P9589,Non-fiction,Books,7,133.24,932.68,684.73,247.95,Online,C28517,Christian Allen,East Amyberg,Mississippi,Italy,Bank Transfer,0.0,93.27,4.62,Not Returned,S938,Leslie Johnston,North,Q4,American find side good number such grow.
2024-09-12,P2162,Fiction,Books,8,291.91,2335.28,1466.76,868.52,Online,C13470,Heather Smith,East James,Maryland,Trinidad and Tobago,Credit Card,233.53,233.53,0.03,Not Returned,S276,Patricia Mendoza,West,Q3,All office do involve voice.
2024-10-09,P4183,Vacuum Cleaner,Home & Kitchen,6,743.07,4458.42,2046.75,2411.67,Retail,C66687,Brendan Martin,Tammyfurt,Minnesota,British Indian Ocean Territory (Chagos Archipelago),PayPal,222.92,445.84,16.46,Not Returned,S538,Donna Wright,South,Q4,Minute much none adult event range believe.
2024-09-01,P2067,Biography,Books,2,345.1,690.2,293.81,396.39,Online,C84173,Regina Carey,Port Joseph,Indiana,Slovakia (Slovak Republic),Credit Card,69.02,69.02,10.33,Not Returned,S541,Michael Hoover,East,Q3,Difference new discuss fear know head.
2024-11-04,P7402,Board Game,Toys,2,67.42,134.84,101.38,33.46,Retail,C33144,Ethan Hall,Dianamouth,Florida,Venezuela,Bank Transfer,13.48,13.48,13.26,Not Returned,S680,Michael Clark,West,Q4,Enjoy once seat side thus final eye raise.
2024-04-01,P8892,T-Shirt,Clothing,4,862.18,3448.72,2366.67,1082.05,Retail,C37916,Mark Aguilar,East Bryanland,West Virginia,Bermuda,Bank Transfer,517.31,344.87,0.16,Not Returned,S208,Thomas Oconnor,West,Q2,Anyone catch before poor.
2024-03-04,P9326,Blender,Home & Kitchen,1,857.07,857.07,401.67,455.4,Online,C34347,Dawn Smith,North Conniemouth,Idaho,Angola,Credit Card,42.85,85.71,0.98,Not Returned,S189,Norma Lambert,West,Q1,Adult wall purpose his record.
2024-11-24,P8766,Jeans,Clothing,3,165.05,495.15,339.71,155.44,Retail,C63445,Christopher Ball,East Katherinefort,New Jersey,Chad,PayPal,74.27,49.52,3.12,Returned,S657,Amanda Castro,North,Q4,Girl receive bed least nothing property avoid.
2024-01-27,P2905,Board Game,Toys,2,554.37,1108.74,651.79,456.95,Online,C65605,George Potter,Williamsberg,New York,Tunisia,Bank Transfer,0.0,110.87,9.09,Not Returned,S711,Jason White,South,Q1,Rule at remember ground where music.
2024-06-14,P3364,Lego Set,Toys,4,121.75,487.0,343.15,143.85,Wholesale,C96977,Bradley Ward,Jimenezport,North Dakota,Trinidad and Tobago,PayPal,24.35,48.7,18.95,Not Returned,S293,Tiffany Krause,East,Q2,Simply practice appear floor daughter.
2024-01-21,P9895,Jacket,Clothing,3,768.73,2306.19,1374.9,931.29,Online,C33569,Morgan Rowe,West Darrellmouth,Michigan,Malawi,Credit Card,115.31,230.62,13.72,Not Returned,S946,Jamie Gregory,East,Q1,Radio system you wish.
2024-10-10,P5200,Laptop,Electronics,7,14.05,98.35,41.31,57.04,Retail,C78066,Heather Baker,South Wendy,Kansas,Denmark,PayPal,4.92,9.84,12.4,Not Returned,S350,Jennifer Gould,East,Q4,For time around prepare conference inside bank.
2024-05-21,P4125,Non-fiction,Books,1,127.79,127.79,52.32,75.47,Retail,C39732,Amber Nichols,North Lisa,Vermont,Belize,PayPal,0.0,12.78,2.0,Not Returned,S616,Matthew Love,North,Q2,Glass miss city mean class job anyone.
2024-05-13,P1380,Vacuum Cleaner,Home & Kitchen,9,191.55,1723.95,1065.21,658.74,Retail,C30502,Sylvia Larson,Port Margaret,Massachusetts,Turkmenistan,Credit Card,172.4,172.4,5.33,Not Returned,S623,Timothy Moreno,West,Q2,While PM listen social national resource.
2024-01-07,P5567,Lego Set,Toys,8,209.42,1675.36,1015.22,660.14,Retail,C81161,Gary Nicholson,Powersland,Kentucky,Dominica,PayPal,83.77,167.54,2.09,Not Returned,S222,Jasmine Gray,North,Q1,Between reach strong business personal heart.
2024-04-05,P9139,Jacket,Clothing,8,803.96,6431.68,5122.97,1308.71,Retail,C96293,Joe Christensen,North Ryanville,Tennessee,Indonesia,Credit Card,0.0,643.17,8.5,Not Returned,S782,Roger Cervantes,South,Q2,Ago responsibility long several.
2024-02-11,P1785,Comics,Books,2,705.23,1410.46,657.06,753.4,Online,C27419,Kayla King,Hayestown,Virginia,Guam,Credit Card,70.52,141.05,7.63,Not Returned,S523,Grace Goodman,East,Q1,Break southern Republican.
2024-10-26,P9560,Comics,Books,4,317.11,1268.44,852.98,415.46,Wholesale,C83243,Matthew Singleton,Kanefort,South Carolina,Montserrat,Credit Card,126.84,126.84,3.71,Not Returned,S443,James Simmons,West,Q4,Push above several turn idea man.
2024-01-10,P2502,Jeans,Clothing,9,355.1,3195.9,2256.31,939.59,Online,C24336,Denise Crawford,Anthonymouth,Arizona,Somalia,PayPal,0.0,319.59,15.14,Not Returned,S206,Kaitlin Fowler,East,Q1,Girl adult life safe positive.
2024-10-24,P9566,Shoes,Clothing,8,416.63,3333.04,1344.6,1988.44,Wholesale,C18189,Jessica Allen,Port Lisa,Iowa,Lao People's Democratic Republic,Bank Transfer,166.65,333.3,16.66,Not Returned,S812,Kelly Wiggins,South,Q4,Beyond speak perhaps among PM.
2024-07-30,P7064,Shoes,Clothing,1,701.77,701.77,329.27,372.5,Online,C41618,Joseph Torres,Jacksonton,Maine,Korea,Bank Transfer,70.18,70.18,0.33,Not Returned,S140,Richard Baker,South,Q3,Finally hold social people past.
2024-02-07,P6306,Biography,Books,8,156.64,1253.12,569.33,683.79,Online,C45210,Emily Simpson,Michaeltown,Indiana,Saint Helena,Bank Transfer,62.66,125.31,16.5,Not Returned,S668,James Wells,South,Q1,Citizen wait fly themselves sometimes spring six ready.
2024-06-05,P7491,Smartwatch,Electronics,6,707.99,4247.94,2836.52,1411.42,Online,C28104,Anthony Mcfarland Jr.,Johnsonberg,Maine,Senegal,Credit Card,424.79,424.79,19.35,Not Returned,S298,David Stewart,North,Q2,Material nation boy must study pick.
2024-12-10,P1819,Smartphone,Electronics,4,768.18,3072.72,2241.72,831.0,Online,C29358,Joseph Palmer,Arthurtown,California,Iran,Bank Transfer,0.0,307.27,12.07,Not Returned,S362,Kaitlyn Wade,North,Q4,Summer natural pick data agree million personal something.
2024-09-30,P6478,Microwave,Home & Kitchen,7,175.89,1231.23,910.59,320.64,Online,C19802,Natalie Moody,Wesleybury,Kansas,Georgia,Bank Transfer,184.68,123.12,4.77,Returned,S995,Christine Gordon,West,Q3,Crime business show main raise commercial far.
2024-03-29,P2850,Shoes,Clothing,9,105.43,948.87,399.42,549.45,Wholesale,C76728,Scott Hale,Lopezmouth,California,Tokelau,PayPal,94.89,94.89,12.24,Not Returned,S231,Juan Torres,North,Q1,Trade three but within upon.
2024-09-25,P8850,Toaster,Home & Kitchen,3,449.69,1349.07,877.91,471.16,Wholesale,C41672,Joseph Chavez,Richardsside,Rhode Island,Nepal,PayPal,67.45,134.91,4.54,Not Returned,S390,Christopher Spencer,East,Q3,Morning push tough population.
2024-05-01,P2184,Fiction,Books,7,360.97,2526.79,1871.68,655.11,Retail,C62170,Michael Ross,Port Christine,New York,Indonesia,Bank Transfer,126.34,252.68,16.07,Not Returned,S772,Sonya Warren,West,Q2,Career grow necessary at within.
2024-04-14,P5218,Fiction,Books,1,842.76,842.76,385.35,457.41,Online,C66959,Michael Elliott,New John,Arkansas,British Virgin Islands,PayPal,42.14,84.28,6.89,Not Returned,S400,Barry Drake,East,Q2,Live throughout authority election data light.
2024-12-25,P5478,Doll,Toys,10,208.66,2086.6,1437.26,649.34,Wholesale,C80993,Douglas Brown,West Alanfurt,Kentucky,Christmas Island,Credit Card,208.66,208.66,13.37,Returned,S191,Kevin Jordan,East,Q4,Front part break magazine together first one.
2024-10-15,P6029,Biography,Books,7,404.59,2832.13,1849.86,982.27,Retail,C62954,Mark Williams,Garrisonton,Florida,Dominica,PayPal,283.21,283.21,10.79,Returned,S249,Candace Garcia,West,Q4,Character office sign factor several.
2024-09-15,P4467,Lego Set,Toys,8,656.34,5250.72,4056.25,1194.47,Retail,C68477,Kenneth Allen,Elizabethberg,California,China,PayPal,0.0,525.07,15.89,Not Returned,S685,Megan Thomas,East,Q3,Skill wish someone bed small name property opportunity.
2024-10-29,P4806,Smartphone,Electronics,1,449.06,449.06,352.26,96.8,Online,C38500,Crystal Fields,Michaelburgh,Illinois,American Samoa,Bank Transfer,22.45,44.91,16.15,Not Returned,S521,Sabrina Benson,North,Q4,Attorney every visit expect.
2024-05-12,P5987,Biography,Books,5,254.2,1271.0,835.33,435.67,Online,C46298,Anthony Owens,West Heather,New Mexico,Malta,PayPal,190.65,127.1,5.78,Not Returned,S386,Mark Hughes,South,Q2,Popular for father family her.
2024-01-19,P2551,Jacket,Clothing,7,175.6,1229.2,858.36,370.84,Online,C67963,Mr. John Baker Jr.,Tuckerchester,Connecticut,Wallis and Futuna,Credit Card,0.0,122.92,18.96,Not Returned,S871,Sarah Mckinney,North,Q1,View mouth change other left.
2024-06-25,P9358,Jacket,Clothing,2,953.52,1907.04,1197.47,709.57,Wholesale,C52685,Kevin Harris,North Kevin,West Virginia,Montserrat,Credit Card,0.0,190.7,12.82,Not Returned,S612,Andrew Wilson,North,Q2,Various its shoulder fish hospital.
2024-09-08,P9861,Jeans,Clothing,6,98.37,590.22,322.61,267.61,Online,C18415,Richard Douglas,North Timothytown,Hawaii,Equatorial Guinea,Bank Transfer,29.51,59.02,8.2,Not Returned,S552,Elizabeth Hahn,East,Q3,Boy firm research catch.
2024-02-19,P4717,Vacuum Cleaner,Home & Kitchen,3,317.94,953.82,688.69,265.13,Wholesale,C45880,Brenda Clark,Reginaldland,Maryland,Qatar,Credit Card,95.38,95.38,7.53,Not Returned,S937,Sarah Edwards,South,Q1,Through add case oil.
2024-10-01,P6996,Jacket,Clothing,2,840.84,1681.68,1060.06,621.62,Wholesale,C55887,Mark Kelley,New Savannah,California,Czech Republic,Credit Card,84.08,168.17,5.71,Not Returned,S292,Mercedes Hendricks,South,Q4,These health audience station whose.
2024-05-10,P6502,Laptop,Electronics,10,155.27,1552.7,714.02,838.68,Retail,C13361,Chad Bailey,South John,Maine,Nicaragua,PayPal,77.64,155.27,6.85,Not Returned,S453,Anthony Tran,North,Q2,Well start bed choose move.
2024-10-26,P6768,Blender,Home & Kitchen,4,637.03,2548.12,1798.64,749.48,Wholesale,C64462,Catherine Schroeder,West Evan,Oklahoma,Honduras,Bank Transfer,0.0,254.81,1.96,Not Returned,S678,Maria Lowe MD,West,Q4,Heart generation all school whom.
2024-08-26,P2521,Toaster,Home & Kitchen,1,715.88,715.88,340.09,375.79,Online,C68244,Leah Hunter,West Brandon,Wyoming,Uzbekistan,PayPal,107.38,71.59,6.44,Not Returned,S236,Mr. Jaime Robinson,North,Q3,Tax customer difference others much loss.
2024-01-21,P4813,Action Figure,Toys,1,903.45,903.45,705.12,198.33,Retail,C69635,Zachary Flores,Rodneytown,Ohio,Monaco,PayPal,45.17,90.35,4.41,Not Returned,S634,Kelly Norris,West,Q1,Attorney similar toward drop structure since.
2024-06-10,P5090,T-Shirt,Clothing,6,512.41,3074.46,1304.13,1770.33,Online,C33437,April Dean,Jamesstad,Minnesota,Botswana,PayPal,307.45,307.45,17.81,Not Returned,S926,Penny Flynn,East,Q2,Cell situation religious eat unit participant.
2024-10-04,P6117,Action Figure,Toys,8,826.8,6614.4,3875.52,2738.88,Retail,C82951,Kevin Espinoza,Santanaview,Mississippi,Papua New Guinea,Credit Card,330.72,661.44,18.6,Not Returned,S300,Jesus Moore,North,Q4,Than somebody financial individual according purpose whether visit.
2024-07-07,P3893,Board Game,Toys,8,133.11,1064.88,771.37,293.51,Online,C34964,Michelle Shepherd,North Maryside,New Mexico,Comoros,Bank Transfer,159.73,106.49,17.79,Not Returned,S977,Melissa Pennington,South,Q3,But relate company under manager people.
2024-05-20,P7854,Jeans,Clothing,10,410.5,4105.0,2142.15,1962.85,Online,C71075,Michelle Young,Ashleyside,Maine,French Polynesia,Credit Card,410.5,410.5,9.96,Not Returned,S841,Mario Shaw,East,Q2,Tax chance we series girl.
2024-11-25,P2225,Smartwatch,Electronics,10,558.08,5580.8,2834.55,2746.25,Retail,C22395,Kelsey Webb,South Clairechester,Maryland,Libyan Arab Jamahiriya,Credit Card,837.12,558.08,15.32,Not Returned,S197,James Stephenson,North,Q4,Relationship garden she visit.
2024-12-07,P4474,Blender,Home & Kitchen,5,269.82,1349.1,967.17,381.93,Retail,C15015,Lance Murphy,South Darylside,Michigan,United States Minor Outlying Islands,Credit Card,0.0,134.91,2.23,Not Returned,S203,Misty Weaver,West,Q4,Sometimes others million others recognize nearly.
2024-01-22,P8922,Comics,Books,1,366.58,366.58,209.38,157.2,Retail,C32097,Carolyn Gross,North Sarafort,Ohio,Taiwan,Credit Card,0.0,36.66,2.91,Not Returned,S581,Lisa Castro,East,Q1,Carry return bring pressure.
2024-01-07,P7478,Comics,Books,2,347.33,694.66,549.16,145.5,Online,C37225,Kenneth Rios,Lopezfort,Oregon,Vietnam,Credit Card,0.0,69.47,2.74,Not Returned,S619,Brandon West,South,Q1,Hit police military offer exist.
2024-02-05,P5894,T-Shirt,Clothing,5,131.36,656.8,497.2,159.6,Wholesale,C27208,Lisa Munoz,Port Courtney,Maryland,Nicaragua,Credit Card,32.84,65.68,8.72,Not Returned,S703,Melissa Duncan,East,Q1,Way also game head she rock.
2024-08-14,P8980,Lego Set,Toys,7,936.95,6558.65,2866.85,3691.8,Retail,C54320,Kevin Montes,Piercehaven,Mississippi,Western Sahara,Credit Card,0.0,655.87,15.72,Not Returned,S926,Joshua Boone,West,Q3,Add significant material.
2024-05-31,P5485,Comics,Books,9,789.12,7102.08,4262.73,2839.35,Retail,C38712,Michael Dominguez,South Steve,Tennessee,Cayman Islands,Credit Card,355.1,710.21,19.09,Returned,S981,Paul Gill,West,Q2,Analysis film show forward outside.
2024-03-27,P2853,Smartphone,Electronics,4,108.08,432.32,282.55,149.77,Retail,C15254,Brandy Barnes,West Karen,Vermont,Thailand,Bank Transfer,43.23,43.23,6.43,Not Returned,S183,Patricia Leonard,East,Q1,Already model food drug Mr prove seek.
2024-07-17,P3213,Microwave,Home & Kitchen,3,699.14,2097.42,1328.43,768.99,Retail,C59329,Lori Patrick,Port Jake,Illinois,Mexico,PayPal,104.87,209.74,3.11,Not Returned,S471,Kelly Kelley,East,Q3,Skill piece idea arrive government style it.
2024-05-17,P4207,Fiction,Books,10,525.41,5254.1,2481.37,2772.73,Retail,C21131,Taylor Wright,Lake Hannahton,Arizona,Nepal,PayPal,788.12,525.41,1.05,Not Returned,S850,Lisa Davis,North,Q2,On while piece heart sort prove.
2024-10-29,P3348,Comics,Books,6,450.37,2702.22,1785.13,917.09,Wholesale,C98763,Cheryl Arnold,Smithmouth,New Hampshire,Spain,PayPal,405.33,270.22,15.54,Not Returned,S982,Geoffrey Little,North,Q4,Full teacher increase agent same note.
2024-06-12,P3152,Jeans,Clothing,7,705.51,4938.57,2058.05,2880.52,Online,C57803,Nicole Rodriguez,South Kimberlyview,Idaho,Moldova,Credit Card,246.93,493.86,10.82,Not Returned,S647,Seth Johnson,South,Q2,Month Mrs for involve.
2024-09-17,P1869,Smartphone,Electronics,4,266.13,1064.52,742.0,322.52,Wholesale,C40109,Jimmy Ross,Lake Luke,Ohio,Poland,Credit Card,53.23,106.45,13.89,Not Returned,S137,Harold Davis,South,Q3,Safe whole pattern opportunity not none everyone study.
2024-07-07,P8297,Laptop,Electronics,8,727.76,5822.08,3237.15,2584.93,Retail,C47239,Isabel Lucas,Lake Danielle,Oklahoma,Greenland,Bank Transfer,582.21,582.21,0.37,Not Returned,S708,Bianca Kramer,North,Q3,Site population prepare air go might establish against.
2024-07-10,P5651,Lego Set,Toys,3,148.2,444.6,212.69,231.91,Wholesale,C10189,John Baker,West Jaime,Rhode Island,Myanmar,Bank Transfer,44.46,44.46,1.53,Returned,S285,Morgan Gordon,West,Q3,Concern me avoid citizen over trip effect.
2024-05-24,P7084,Toaster,Home & Kitchen,2,670.64,1341.28,642.59,698.69,Online,C31550,Lori Roberts,Michelleside,New York,Congo,Credit Card,67.06,134.13,0.92,Not Returned,S701,Alexander Watkins,East,Q2,Debate indicate meet rate onto.
2024-10-24,P4081,Comics,Books,2,104.75,209.5,94.7,114.8,Wholesale,C98266,Donna Oconnor,New Michaelshire,Texas,Slovakia (Slovak Republic),Credit Card,0.0,20.95,8.55,Not Returned,S809,Scott Williams,North,Q4,Last true half open.
2024-03-16,P6302,Comics,Books,10,597.14,5971.4,4454.98,1516.42,Retail,C15817,Joe Ross,Raymondport,Georgia,Brazil,PayPal,298.57,597.14,2.45,Not Returned,S858,Amber Gibson,East,Q1,View whose which anything.
